Top pages,Clicks,Impressions,CTR,Position
https://vietgoing.com/top/109-top-10-khach-san-4-sao-gan-pho-co-ha-noi-cao-cap-sieu-dep.html,429,31164,1.38%,13.33
https://vietgoing.com/tour/city-31-hai-phong.html,424,11592,3.66%,11.28
https://vietgoing.com/article/208-top-10-diem-check-in-dep-quen-loi-ve-o-ha-giang.html,419,37549,1.12%,3.1
https://vietgoing.com/article/379-diem-ten-6-ngoi-chua-noi-tieng-va-linh-thieng-bac-nhat-binh-dinh.html,417,14081,2.96%,6.85
https://vietgoing.com/article/972-gia-ve-cap-treo-fansipan-sapa-moi-nhat.html,415,42350,0.98%,10.61
https://vietgoing.com/destination/328-cong-vien-7-ky-quan-the-gioi.html,415,24742,1.68%,10.82
https://vietgoing.com/article/216-du-xuan-dau-nam-voi-10-ngoi-chua-noi-tieng-gan-ha-noi.html,414,8478,4.88%,11.03
https://vietgoing.com/top/415-he-thong-khach-san-muong-thanh-sai-gon.html,412,47396,0.87%,10.03
https://vietgoing.com/hotel/2083-anna-beach-resort.html,407,4324,9.41%,8.43
https://vietgoing.com/top/77-top-10-khach-san-ninh-binh-gia-re-gan-trang-an-duoc-dat-nhieu-nhat.html,397,36805,1.08%,12.98
https://vietgoing.com/destination/676-tuong-dai-quang-trung-nui-ban-hue.html,396,13842,2.86%,7
https://vietgoing.com/top/16-top-8-homestay-o-dong-van-ha-giang-co-view-sieu-dep-gia-sieu-re.html,393,25616,1.53%,9.95
https://vietgoing.com/hotel/3467-dai-duong-hotel.html,390,9277,4.2%,11.32
https://vietgoing.com/destination/732-bien-con-vanh.html,383,10576,3.62%,12.71
https://vietgoing.com/hotel/3362-khu-nghi-duong-lang-co-t26.html,382,12342,3.1%,8.83
https://vietgoing.com/destination/300-linh-dia-co-mau-son.html,379,8918,4.25%,9.39
https://vietgoing.com/hotel/1363-chuon-chuon-nghia-lo-dragonfly-nghia-lo.html,378,28267,1.34%,9.19
https://vietgoing.com/article/379-diem-ten-6-ngoi-chua-binh-dinh-noi-tieng-va-linh-thieng.html,369,5654,6.53%,7.21
https://vietgoing.com/top/25-top-10-homestay-view-dep-trieu-do-san-may-cuc-dinh-o-tam-dao.html,366,20279,1.8%,8.9
https://vietgoing.com/hotel/779-ami-boutique-hotel-da-lat.html,366,13241,2.76%,10.8
https://vietgoing.com/destination/district-360-quan-lien-chieu.html,366,5889,6.21%,11.42
https://vietgoing.com/hotel/3826-intechco-luxury-hotel-sam-son-thanh-hoa.html,366,3740,9.79%,4.82
https://vietgoing.com/article/129-15-diem-check-in-trieu-view-khi-den-quang-nam.html,364,16474,2.21%,9.26
https://vietgoing.com/top/401-top-10-homestay-da-lat-duoc-du-khach-yeu-thich-nhat.html,362,19238,1.88%,20.58
https://vietgoing.com/top/82-top-8-khach-san-5-sao-quan-1-cao-cap-sang-chanh-nhat-hien-nay.html,360,58987,0.61%,10.74
https://vietgoing.com/hotel/810-my-camping-soc-son.html,358,9317,3.84%,7.74
https://vietgoing.com/top/76-top-15-homestay-ninh-binh-view-dep-co-be-boi-cuc-hap-dan.html,354,21656,1.63%,11.51
https://vietgoing.com/destination/324-khu-di-tich-dao-dua-ben-tre.html,351,18058,1.94%,6.19
https://vietgoing.com/hotel/2962-the-pure-homestay-tam-dao.html,340,4161,8.17%,6.8
https://vietgoing.com/hotel/3780-anphaan-hotel-vinh.html,339,10018,3.38%,10.24
https://vietgoing.com/top/163-he-thong-khach-san-muong-thanh-da-nang.html,337,18819,1.79%,15.22
https://vietgoing.com/hotel/3380-thanh-cong-hotel-ha-long.html,323,12793,2.52%,11.25
https://vietgoing.com/hotel/3443-ha-ngoc-hotel-ho-chi-minh.html,318,6492,4.9%,9.8
https://vietgoing.com/top/144-top-9-khach-san-sam-son-thanh-hoa-gia-re-dep-quen-loi-ve-moi-nhat.html,317,28934,1.1%,14.19
https://vietgoing.com/article/1-gioi-thieu.html,310,9074,3.42%,2.62
https://vietgoing.com/destination/367-doc-mong-cam.html,304,6413,4.74%,8.55
https://vietgoing.com/destination/710-khu-mo-ba-hoang-thi-loan.html,303,29549,1.03%,7.05
https://vietgoing.com/hotel/2423-trang-trai-thung-may-hoa-lac.html,303,9653,3.14%,11.35
https://vietgoing.com/hotel/960-cong-doan-cua-lo-hotel.html,303,7925,3.82%,9.35
https://vietgoing.com/top/677-top-8-khach-san-pho-lo-su-ha-noi-thuan-tien-di-chuyen-gan-ho-guom.html,299,10578,2.83%,8.25
https://vietgoing.com/article/245-15-dia-diem-view-dep-ngay-ngat-o-sai-gon.html,296,16033,1.85%,9.53
https://vietgoing.com/article/302-8-diem-chup-anh-dep-o-nam-dinh-view-dinh-cua-chop-.html,294,12518,2.35%,6.93
https://vietgoing.com/hotel/2031-victory-luxury-ha-long-hotel.html,293,12724,2.3%,7.86
https://vietgoing.com/article/253-cam-nang-du-lich-nui-cam-an-giang-tu-a-den-z-moi-nhat.html,292,34323,0.85%,9.26
https://vietgoing.com/destination/687-lang-lua-van-phuc-lang-lua-ha-dong.html,291,32484,0.9%,8.65
https://vietgoing.com/top/694-top-8-khach-san-ha-noi-khu-vuc-lieu-giai-sieu-dep-gia-tot-nhat.html,290,15260,1.9%,9.59
https://vietgoing.com/hotel/847-chuon-chuon-tam-dao.html,288,10609,2.71%,6.05
https://vietgoing.com/top/84-top-20-khach-san-tai-quan-1-gia-re-duoc-yeu-thich-nhat-hien-nay.html,287,25950,1.11%,18.41
https://vietgoing.com/top/115-he-thong-khach-san-muong-thanh-nha-trang.html,286,20476,1.4%,15.32
https://vietgoing.com/hotel/1300-ben-thanh-paradise-hotel-dong-hai.html,280,7629,3.67%,6.57
"https://vietgoing.com/hotel/city-20-lang-son.html?type=Khu ngh%E1%BB%89 
d%C6%B0%E1%BB%A1ng&suc-khoe-spa%5B0%5D=T%E1%BA%AFm 
kho%C3%A1ng&suc-khoe-spa%5B1%5D=X%C3%B4ng h%C6%A1i&sort=favorite",280,1875,14.93%,7.15
https://vietgoing.com/hotel/2798-sao-mai-do-son.html,279,11990,2.33%,10.8
https://vietgoing.com/hotel/690-stream-house-nha-ben-suoi-soc-son.html,279,7364,3.79%,8.34
https://vietgoing.com/destination/233-lang-biet-thu-co-da-lat.html,276,15429,1.79%,10.71
https://vietgoing.com/destination/986-khu-du-lich-sinh-thai-my-le.html,276,5253,5.25%,9.47
https://vietgoing.com/hotel/963-khach-xa-tam-chuc.html,275,19602,1.4%,8.13
https://vietgoing.com/hotel/2219-sunmay-villa-tam-dao.html,271,11298,2.4%,7.2
https://vietgoing.com/hotel/2886-a25-luxury-hotel-so-684-minh-khai.html,268,50192,0.53%,8.77
https://vietgoing.com/hotel/3834-buu-dien-ha-long-hotel.html,264,6258,4.22%,7.38
https://vietgoing.com/top/10-top-15-khach-san-tot-nhat-gan-cho-dem-trung-tam-tai-da-lat.html,260,39532,0.66%,16.44
https://vietgoing.com/hotel/3671-meta-sea-resort-nam-du.html,260,13392,1.94%,8.3
"https://vietgoing.com/destination/district-153-huyen-luc-ngan.html?type=B%C3%A3i 
bi%E1%BB%83n, V%E1%BB%8Bnh, %C4%90%E1%BA%A3o",259,2433,10.65%,6.6
https://vietgoing.com/top/732-top-5-khach-san-quan-long-bien-ha-noi-duoc-du-khach-danh-gia-cao.html,256,17703,1.45%,8.37
https://vietgoing.com/hotel/3463-queen-hotel-hai-hoa.html,255,12585,2.03%,10.37
https://vietgoing.com/top/695-top-7-khach-san-khu-vuc-cat-linh-ha-noi-gan-trung-tam-tien-di-lai.html,253,6625,3.82%,6.85
https://vietgoing.com/destination/767-bai-bien-dong-chau.html,252,6425,3.92%,10.25
https://vietgoing.com/destination/188-vinpearl-land-nha-trang.html,251,22566,1.11%,18.53
https://vietgoing.com/top/686-top-5-khach-san-ha-noi-gan-duong-le-van-luong-hien-dai-tien-nghi-nhat.html,251,5239,4.79%,7.93
https://vietgoing.com/destination/497-khu-du-lich-binh-chau.html,249,33243,0.75%,13.84
https://vietgoing.com/destination/441-bai-kinh-dao-binh-hung.html,248,16778,1.48%,10.24
https://vietgoing.com/ticket/15-ve-xe-limousine-ha-noi-tam-dao-1-chieu-khu-hoi-dua-don-tan-noi.html,248,12102,2.05%,9.09
https://vietgoing.com/destination/623-bai-bien-vinh-thanh.html,246,17010,1.45%,8.06
"https://vietgoing.com/destination/district-123-thanh-pho-lang-son.html?type=B%C3%A3i 
bi%E1%BB%83n, V%E1%BB%8Bnh, %C4%90%E1%BA%A3o",246,3051,8.06%,5.51
https://vietgoing.com/hotel/36-la-do-homestay-sapa.html,238,32889,0.72%,8.97
https://vietgoing.com/hotel/160-an-lac-eco-farm-hot-springs.html,238,19778,1.2%,8.62
https://vietgoing.com/hotel/3249-dong-a-hotel-co-to.html,238,4740,5.02%,12.07
https://vietgoing.com/destination/291-canh-dong-hoa-huong-duong-nghe-an.html,237,41554,0.57%,7.73
https://vietgoing.com/top/903-top-5-khach-san-cao-cap-phong-cach-nhat-ban-tai-tp-ho-chi-minh.html,236,2735,8.63%,8.14
https://vietgoing.com/destination/697-quang-truong-trung-tam-tam-dao.html,232,16979,1.37%,8.8
https://vietgoing.com/tour/448-trekking-suoi-cua-tu-2-ngay-1-dem.html,231,10838,2.13%,7.65
https://vietgoing.com/article/376-6-ngoi-chua-linh-thieng-o-mien-nam-cau-gi-duoc-nay.html,229,7152,3.2%,11.34
https://vietgoing.com/destination/587-khu-can-cu-quan-su-khe-sanh.html,229,2765,8.28%,15.42
https://vietgoing.com/destination/district-223-huyen-an-duong.html,224,1396,16.05%,7.73
https://vietgoing.com/hotel/3133-one-day-villa-hotel-coffee-da-lat.html,223,6059,3.68%,11.26
https://vietgoing.com/destination/658-nha-tho-thanh-tam-chinh-toa-ban-me-thuot.html,222,18292,1.21%,8.78
https://vietgoing.com/hotel/3714-co-to-sam-sam-homestay.html,221,5333,4.14%,8.96
https://vietgoing.com/hotel/401-sunset-beach-lagi-binh-thuan.html,220,8334,2.64%,13.66
https://vietgoing.com/destination/874-thung-lung-hoa-thai-giang-pho.html,219,17059,1.28%,9.08
https://vietgoing.com/destination/531-khu-du-lich-suoi-tien.html,217,60067,0.36%,9.19
https://vietgoing.com/article/cate-40-tuyen-dung.html,217,4248,5.11%,14.42
https://vietgoing.com/hotel/2284-lucky-2-hotel-quang-nam.html,216,5115,4.22%,13.65
https://vietgoing.com/article/171-top-9-diem-chup-hinh-dep-ngat-ngay-tai-tri-ton-an-giang.html,215,11483,1.87%,8.83
https://vietgoing.com/article/5-danh-gia-ve-vietgoingcom.html,215,7043,3.05%,2.38
https://vietgoing.com/article/329-cac-diem-tham-quan-du-lich-o-huyen-duc-trong-lam-dong.html,213,23104,0.92%,12.66
"https://vietgoing.com/tour/dest-117-lang-sen-que-bac.html?loai-tour=Kh%E1%BB%9Fi 
h%C3%A0nh h%C3%A0ng ng%C3%A0y&sort=price-desc",212,1503,14.11%,9.43
https://vietgoing.com/hotel/2274-an-house-quy-nhon.html,208,9184,2.26%,8.42
https://vietgoing.com/destination/925-suoi-khe-su-ho-diep-quan-hue.html,207,17699,1.17%,7.98
https://vietgoing.com/hotel/3160-lang-chai-homestay-phu-yen.html,207,11565,1.79%,9.78
https://vietgoing.com/hotel/3674-coco-bay-hon-son.html,206,16846,1.22%,9.27
https://vietgoing.com/top/106-top-15-khach-san-gan-pho-co-ha-noi-gia-re-dang-trai-nghiem-nhat.html,205,21390,0.96%,12.09
https://vietgoing.com/hotel/3169-hoa-thach-villa-quoc-oai.html,205,7597,2.7%,8.88
https://vietgoing.com/hotel/3337-huu-tinh-hotel-thien-cam.html,205,7282,2.82%,10.9
https://vietgoing.com/hotel/3235-dong-bac-hotel-mong-cai.html,200,7066,2.83%,9.24
https://vietgoing.com/article/341-cam-nang-du-lich-lang-noi-tan-lap-tu-a-den-z-moi-nhat.html,199,9747,2.04%,14.54
https://vietgoing.com/top/518-top-4-khach-san-va-villa-vung-tau-gan-bai-tam-thuy-tien.html,198,4654,4.25%,17.97
https://vietgoing.com/hotel/3358-thien-an-hotel-hue.html,197,13368,1.47%,8.52
https://vietgoing.com/destination/555-doc-tham-ma.html,191,12892,1.48%,6.89
https://vietgoing.com/top/667-top-9-khach-san-ha-noi-co-quan-ca-phe-rooftop-dep-ngam-thanh-pho.html,191,3772,5.06%,8.77
https://vietgoing.com/top/23-top-15-khach-san-gan-ho-xuan-huong-gia-re-tot-nhat-da-lat.html,188,19960,0.94%,16.13
https://vietgoing.com/hotel/3839-victory-hotel-vung-tau-4-sao.html,185,34992,0.53%,10.68
https://vietgoing.com/top/26-top-10-khach-san-o-tam-dao-gia-tot-view-sieu-dinh.html,184,21574,0.85%,13.71
https://vietgoing.com/tour/735-tour-du-lich-sam-son-cua-lo-que-bac-3-ngay-2-dem.html,184,7637,2.41%,9.81
https://vietgoing.com/hotel/3520-dong-chanh-lake-ville.html,184,4599,4%,6.93
https://vietgoing.com/destination/784-ho-dai-ninh.html,183,9061,2.02%,7.96
https://vietgoing.com/destination/district-172-thi-xa-phuc-yen.html,183,3666,4.99%,11.02
https://vietgoing.com/top/95-top-6-khach-san-quan-binh-thanh-dang-trai-nghiem-nhat-hien-nay.html,181,25657,0.71%,9.39
https://vietgoing.com/hotel/1169-satoyama-village-hoa-binh.html,180,14038,1.28%,9.09
https://vietgoing.com/destination/1011-thac-da-han.html,180,10365,1.74%,9.21
https://vietgoing.com/top/92-top-5-biet-thu-villa-hoa-binh-cho-gia-dinh-gia-re-view-dep-cuc-chill.html,179,11111,1.61%,15.56
https://vietgoing.com/hotel/1139-aurora-resort-lagi-binh-thuan.html,177,19350,0.91%,10.92
https://vietgoing.com/top/24-top-7-biet-thu-villa-o-da-lat-thiet-ke-sieu-an-tuong-view-sieu-dep.html,173,18770,0.92%,18.13
https://vietgoing.com/hotel/1645-river-park-hotel-da-lat.html,173,16902,1.02%,10.83
https://vietgoing.com/hotel/1769-cuc-phuong-mineral-retreat.html,173,10206,1.7%,11.68
https://vietgoing.com/tour/city-49-quang-nam.html?duration=1,172,2554,6.73%,15.93
https://vietgoing.com/top/683-top-7-khach-san-dep-pho-cau-go-trung-tam-am-thuc-pho-co-ha-noi.html,171,6057,2.82%,7.53
https://vietgoing.com/hotel/1123-nha-khach-tuan-chau-ha-long.html,171,4323,3.96%,14.96
https://vietgoing.com/tour/154-ha-noi-bac-le-dong-dang-mau-son-2-ngay-1-dem.html,170,4252,4%,8.78
https://vietgoing.com/article/386-bo-tui-ngay-cac-diem-du-lich-noi-tieng-o-dong-nam-bo.html,169,8274,2.04%,10.37
https://vietgoing.com/article/274-cam-nang-du-lich-lagi-binh-thuan-tu-a-den-z-moi-nhat.html,167,17044,0.98%,14.83
https://vietgoing.com/hotel/2693-hoa-vien-hotel-hoa-binh.html,167,9805,1.7%,11.1
https://vietgoing.com/destination/777-lang-sen-my-nghiep.html,166,3088,5.38%,7.64
https://vietgoing.com/tour/dest-302-vinh-vinh-hy.html?sort=price-asc,165,100767,0.16%,17.52
https://vietgoing.com/top/94-top-10-khach-san-quan-3-tphcm-dep-sang-xin-duoc-yeu-thich-nhat.html,163,17856,0.91%,12.35
https://vietgoing.com/top/122-top-12-khach-san-gan-pho-di-bo-ha-noi-gia-re-tien-nghi-nhat-hien-nay.html,163,11368,1.43%,20.94
https://vietgoing.com/destination/742-cong-vien-van-hoa-an-hoa.html,162,15849,1.02%,8.27
https://vietgoing.com/ticket/29-ve-cap-treo-legacy-yen-tu.html,162,13312,1.22%,8.52
https://vietgoing.com/top/625-top-5-khach-san-duong-vuon-dao-bai-chay-gan-cong-vien-gia-tot.html,162,9660,1.68%,10.89
https://vietgoing.com/destination/884-canh-dong-muong-than.html,161,5792,2.78%,8.44
https://vietgoing.com/top/883-top-5-khach-san-ha-noi-phong-cach-nhat-ban-toi-gian-va-tinh-te.html,158,1707,9.26%,7.19
https://vietgoing.com/top/392-top-10-khach-san-3-sao-da-lat-duoc-dat-nhieu-nhat.html,157,10910,1.44%,13.55
https://vietgoing.com/top/651-top-7-khach-san-gan-khu-pho-trang-tien-dinh-tien-hoang-sang-trong.html,157,8081,1.94%,8.5
https://vietgoing.com/top/2-top-10-homestay-moc-chau-dep-dang-de-trai-nghiem-nhat-hien-nay.html,156,21295,0.73%,12.89
https://vietgoing.com/destination/77-rung-thong-ban-ang.html,156,17845,0.87%,8.81
https://vietgoing.com/article/350-canh-dep-mien-trung-6-dia-diem-dep-va-noi-tieng.html,156,6454,2.42%,5.5
https://vietgoing.com/hotel/2047-ve-que-farmstay-ha-noi.html,155,4647,3.34%,8.79
https://vietgoing.com/tour/dest-117-lang-sen-que-bac.html,155,887,17.47%,10.65
"https://vietgoing.com/hotel/city-58-ninh-thuan.html?type=Resort&suc-khoe-spa%5B0%5D=T%E1%BA%AFm 
b%C3%B9n",155,771,20.1%,10.84
https://vietgoing.com/article/118-top-15-diem-du-lich-o-binh-thuan-tuyet-dep-song-ao-moi-tay.html,154,21118,0.73%,12.21
https://vietgoing.com/top/308-top-cac-khach-san-tot-nhat-tai-dao-quan-lan.html,152,7816,1.94%,20.47
https://vietgoing.com/hotel/321-vuon-may-homestay-sapa.html,151,12124,1.25%,9.12
https://vietgoing.com/hotel/3023-aqua-hotel-ha-long.html,151,5750,2.63%,6.72
https://vietgoing.com/tour/city-14-son-la.html,151,5112,2.95%,15.14
https://vietgoing.com/destination/248-ho-hoan-kiem.html,150,37968,0.4%,12.41
https://vietgoing.com/destination/581-cau-hien-luong-song-ben-hai.html,150,18328,0.82%,9.44
https://vietgoing.com/top/728-top-10-khach-san-tai-quan-hoan-kiem-ha-noi-co-bai-do-xe-gia-re-nhat.html,150,11870,1.26%,9.42
https://vietgoing.com/destination/829-khu-du-lich-sinh-thai-binh-an.html,149,2713,5.49%,10.04
"https://vietgoing.com/destination/district-250-huyen-kim-bang.html?type=%C4%90%C3%A8o 
n%C3%BAi, S%C3%B4ng h%E1%BB%93, Th%C3%A1c su%E1%BB%91i",149,1998,7.46%,6.5
https://vietgoing.com/hotel/3631-sailing-tower-hotel-ha-tinh.html,147,8117,1.81%,8.8
https://vietgoing.com/hotel/1841-the-loop-boutique-hotel-cafe-da-lat.html,147,6520,2.25%,8.23
https://vietgoing.com/article/324-tong-hop-cac-dia-danh-dep-nuc-tieng-o-tuyen-quang-khong-nen-bo-lo.html,146,21718,0.67%,10.14
https://vietgoing.com/hotel/682-kumo-chan-homestay-tam-dao.html,145,12740,1.14%,7.89
https://vietgoing.com/hotel/2493-december-hotel-nha-trang.html,144,5836,2.47%,13.33
https://vietgoing.com/destination/13-den-hung.html,143,56006,0.26%,9.26
https://vietgoing.com/hotel/3080-giang-ha-hotel-cat-ba.html,142,1204,11.79%,8.78
https://vietgoing.com/article/173-kham-pha-10-diem-du-lich-quy-nhon-dep-nhat.html,140,14159,0.99%,18.97
https://vietgoing.com/destination/1013-suoi-mo-hoi-mit-hue.html,140,11398,1.23%,9.52
https://vietgoing.com/hotel/3783-green-dragon-boutique-hotel-quang-ninh.html,140,5051,2.77%,7.54
https://vietgoing.com/hotel/904-hth-ruby-sam-son-hotel.html,139,12402,1.12%,10.45
https://vietgoing.com/destination/659-trung-tam-du-lich-buon-don.html,139,10337,1.34%,11.16
https://vietgoing.com/destination/761-bien-ha-tien.html,138,45867,0.3%,6.33
https://vietgoing.com/destination/553-cot-moc-so-0.html,138,22378,0.62%,8.8
https://vietgoing.com/top/60-top-9-resort-ninh-binh-dep-lac-loi-tai-thien-duong-sinh-thai.html,137,11871,1.15%,18.07
https://vietgoing.com/hotel/district-362-quan-hai-chau.html,133,18609,0.71%,10.6
https://vietgoing.com/top/14-top-10-homestay-tai-sapa-gan-trung-tam-co-view-sieu-dep.html,132,10319,1.28%,11.24
https://vietgoing.com/destination/985-soc-bom-bo.html,131,9274,1.41%,11.1
https://vietgoing.com/destination/679-ben-nha-rong-bao-tang-ho-chi-minh.html,130,67411,0.19%,8.18
https://vietgoing.com/hotel/3768-century-hotel-cua-lo.html,128,5641,2.27%,8.41
https://vietgoing.com/tour/city-57-lam-dong.html,128,2043,6.27%,17.39
https://vietgoing.com/destination/946-chua-dong-thien.html,127,5791,2.19%,7.6
https://vietgoing.com/hotel/1967-hien-linh-hotel-ha-long.html,127,2915,4.36%,10.27
https://vietgoing.com/tour/587-tour-du-lich-dia-dao-cu-chi-nua-ngay.html,126,9651,1.31%,19.72
https://vietgoing.com/ticket/30-ve-ambassador-club-ana-marina-nha-trang-the-yacht-buffet-bbq.html,126,7389,1.71%,12.81
https://vietgoing.com/hotel/862-the-may-garden-ba-vi.html,126,6017,2.09%,11.24
https://vietgoing.com/hotel/2987-eo-gio-homestay-tam-dao.html,126,3892,3.24%,8.16
https://vietgoing.com/hotel/3195-lamer-thien-cam-hotel.html,125,13567,0.92%,9.9
https://vietgoing.com/top/326-top-9-khach-san-4-sao-quan-1-ho-chi-minh-duoc-dat-nhieu-nhat.html,125,11046,1.13%,13.95
https://vietgoing.com/top/57-top-12-resort-nha-trang-gan-bien-co-bai-bien-rieng-cuc-cuon-hut.html,125,10022,1.25%,25.77
https://vietgoing.com/top/111-top-10-biet-thu-villa-sang-xin-dep-nhat-tai-ba-vi-ha-noi.html,125,7659,1.63%,13.65
https://vietgoing.com/hotel/1743-hoa-cuong-hotel-dong-van.html,124,12444,1%,9.12
https://vietgoing.com/destination/870-cho-phien-bac-ha.html,124,9766,1.27%,12.69
https://vietgoing.com/hotel/3098-tuan-vu-hotel-co-to.html,124,9226,1.34%,9.5
https://vietgoing.com/top/150-top-10-khach-san-quy-nhon-gia-re-co-be-boi-view-cuc-dep.html,123,11747,1.05%,19.04
https://vietgoing.com/hotel/3492-genuss-hotel-tam-dao.html,123,11276,1.09%,9.2
https://vietgoing.com/destination/236-lang-hoa-van-thanh.html,123,9759,1.26%,11.98
https://vietgoing.com/destination/733-bien-con-den.html,121,25525,0.47%,5.8
"https://vietgoing.com/destination/district-244-huyen-thai-thuy.html?type=%C4%90%C3%A8o 
n%C3%BAi, S%C3%B4ng h%E1%BB%93, Th%C3%A1c su%E1%BB%91i",121,1055,11.47%,5.41
https://vietgoing.com/destination/70-hon-trong-mai-ha-long-hon-ga-choi.html,120,18697,0.64%,9.71
https://vietgoing.com/article/80-dam-chim-trong-khung-canh-co-kinh-linh-thieng-cua-5-ngoi-chua-noi-tieng-o-vinh-long.html,120,13305,0.9%,7.09
https://vietgoing.com/top/213-top-10-khach-san-3-sao-da-nang-gan-cau-rong.html,120,12291,0.98%,12.39
