keyword,cluster,cluster_type,geo_scope,intent,vol,imp,clicks,ctr,kd_comp,source,action_plan,group,score,yoy,bid_high
giá vé cột cờ lũng cú,Cột cờ Lũng Cú,Địa danh tham quan / Văn hóa - Lịch sử,In-scope Hà Giang,Transaction,400,N/A,N/A,N/A,N/A (web),web (ha-giang.csv),"Tạo landing chuyển đổi (giá/vé/đặt chỗ), gom vào cluster page + build backlink nội bộ",B,5.0,N/A,N/A
cột cờ lũng cú,Cột cờ Lũng Cú,Địa danh tham quan / Văn hóa - Lịch sử,In-scope Hà Giang,Informational,2500,N/A,N/A,N/A,N/A (web),web (ha-giang.csv),Viết guide/review; ưu tiên long-tail; tạo topic hub và internal link về trang dịch vụ,B,5.0,N/A,N/A
đặt vé xe khởi hành đi hà giang,Di chuyển Hà Giang,Di chuyển,In-scope Hà Giang,Transaction,1200,N/A,N/A,N/A,N/A (web),web (ha-giang.csv),"Tạo landing chuyển đổi (giá/vé/đặt chỗ), gom vào cluster page + build backlink nội bộ",B,5.0,N/A,N/A
thuê xe ô tô đi hà giang,Di chuyển Hà Giang,Di chuyển,In-scope Hà Giang,Transaction,600,N/A,N/A,N/A,N/A (web),web (ha-giang.csv),"Tạo landing chuyển đổi (giá/vé/đặt chỗ), gom vào cluster page + build backlink nội bộ",B,5.0,N/A,N/A
thuê xe tự lái hà giang,Di chuyển Hà Giang,Di chuyển,In-scope Hà Giang,Transaction,700,N/A,N/A,N/A,N/A (web),web (ha-giang.csv),"Tạo landing chuyển đổi (giá/vé/đặt chỗ), gom vào cluster page + build backlink nội bộ",B,5.0,N/A,N/A
di chuyển đến hà giang,Di chuyển Hà Giang,Di chuyển,In-scope Hà Giang,Commercial Investigation,300,N/A,N/A,N/A,N/A (web),web (ha-giang.csv),Viết bài top-list/so sánh; map vào cluster hub; bổ sung schema + ảnh/UGC,B,5.0,N/A,N/A
xe đưa đón sân bay về hà giang,Di chuyển Hà Giang,Di chuyển,In-scope Hà Giang,Commercial Investigation,500,N/A,N/A,N/A,N/A (web),web (ha-giang.csv),Viết bài top-list/so sánh; map vào cluster hub; bổ sung schema + ảnh/UGC,B,5.0,N/A,N/A
nhà xe hà giang tốt nhất,Di chuyển Hà Giang,Di chuyển,In-scope Hà Giang,Commercial Investigation,500,N/A,N/A,N/A,N/A (web),web (ha-giang.csv),Viết bài top-list/so sánh; map vào cluster hub; bổ sung schema + ảnh/UGC,B,5.0,N/A,N/A
dinh vua mèo,Dinh thự họ Vương,Địa danh tham quan / Văn hóa - Lịch sử,In-scope Hà Giang,Informational,1500,N/A,N/A,N/A,N/A (web),web (ha-giang.csv),Viết guide/review; ưu tiên long-tail; tạo topic hub và internal link về trang dịch vụ,B,5.0,N/A,N/A
dinh thự họ vương,Dinh thự họ Vương,Địa danh tham quan / Văn hóa - Lịch sử,In-scope Hà Giang,Informational,1000,N/A,N/A,N/A,N/A (web),web (ha-giang.csv),Viết guide/review; ưu tiên long-tail; tạo topic hub và internal link về trang dịch vụ,B,5.0,N/A,N/A
bài viết về dốc thẩm mã,Dốc Thẩm Mã,Địa danh tham quan / Văn hóa - Lịch sử,In-scope Hà Giang,Commercial Investigation,N/A,3248,72,2.22%,N/A (N/A),data/google_search_console/Queries.csv,"Refresh bài top-list, thêm bảng so sánh + schema FAQ/Review; tối ưu title để tăng CTR",A,72.0,N/A,N/A
dốc thẩm mã,Dốc Thẩm Mã,Địa danh tham quan / Văn hóa - Lịch sử,In-scope Hà Giang,Commercial Investigation,9900,N/A,N/A,N/A,Low (0),data/seo_insider/advance_search_report.csv,Viết bài top-list/so sánh; map vào cluster hub; bổ sung schema + ảnh/UGC,B,9900.0,N/A,N/A
homestay đồng văn,Homestay Hà Giang,Lưu trú,In-scope Hà Giang,Transaction,N/A,2591,51,1.97%,N/A (N/A),data/google_search_console/Queries.csv,"Tối ưu landing (CTA/giá/FAQ), cải thiện snippet để tăng CTR; internal link từ hub 'Hà Giang'",A,51.0,N/A,N/A
homestay đồng văn hà giang,Homestay Hà Giang,Lưu trú,In-scope Hà Giang,Transaction,N/A,1209,11,0.91%,N/A (N/A),data/google_search_console/Queries.csv,"Tối ưu landing (CTA/giá/FAQ), cải thiện snippet để tăng CTR; internal link từ hub 'Hà Giang'",A,11.0,N/A,N/A
các homestay ở đồng văn hà giang,Homestay Hà Giang,Lưu trú,In-scope Hà Giang,Transaction,N/A,92,11,11.96%,N/A (N/A),data/google_search_console/Queries.csv,"Tối ưu landing (CTA/giá/FAQ), cải thiện snippet để tăng CTR; internal link từ hub 'Hà Giang'",A,11.0,N/A,N/A
mama's homestay ha giang,Homestay Hà Giang,Lưu trú,In-scope Hà Giang,Transaction,500,N/A,N/A,N/A,Planner (Trung bình),data/google_planner/ha-giang/Keyword Stats 2026-02-22 at 23_44_47.csv,"Tạo landing chuyển đổi (giá/vé/đặt chỗ), gom vào cluster page + build backlink nội bộ",B,41250.0,0%,"42,256"
fai thiên hà giang homestay,Homestay Hà Giang,Lưu trú,In-scope Hà Giang,Transaction,500,N/A,N/A,N/A,Planner (Thấp),data/google_planner/ha-giang/Keyword Stats 2026-02-22 at 23_44_47.csv,"Tạo landing chuyển đổi (giá/vé/đặt chỗ), gom vào cluster page + build backlink nội bộ",B,41250.0,0%,"25,936"
du già homestay hà giang,Homestay Hà Giang,Lưu trú,In-scope Hà Giang,Transaction,50,N/A,N/A,N/A,Planner (Trung bình),data/google_planner/ha-giang/Keyword Stats 2026-02-22 at 23_44_47.csv,"Tạo landing chuyển đổi (giá/vé/đặt chỗ), gom vào cluster page + build backlink nội bộ",B,4125.000000000001,0%,"15,531"
giá homestay hà giang,Homestay Hà Giang,Lưu trú,In-scope Hà Giang,Transaction,50,N/A,N/A,N/A,Planner (Trung bình),data/google_planner/ha-giang/Keyword Stats 2026-02-22 at 23_44_47.csv,"Tạo landing chuyển đổi (giá/vé/đặt chỗ), gom vào cluster page + build backlink nội bộ",B,4125.000000000001,0%,"2,127"
homestay hà giang giá rẻ,Homestay Hà Giang,Lưu trú,In-scope Hà Giang,Transaction,50,N/A,N/A,N/A,Planner (Trung bình),data/google_planner/ha-giang/Keyword Stats 2026-02-22 at 23_44_47.csv,"Tạo landing chuyển đổi (giá/vé/đặt chỗ), gom vào cluster page + build backlink nội bộ",B,4125.000000000001,0%,"11,033"
thuê homestay hà giang,Homestay Hà Giang,Lưu trú,In-scope Hà Giang,Transaction,50,N/A,N/A,N/A,Planner (Trung bình),data/google_planner/ha-giang/Keyword Stats 2026-02-22 at 23_44_47.csv,"Tạo landing chuyển đổi (giá/vé/đặt chỗ), gom vào cluster page + build backlink nội bộ",B,4125.000000000001,0%,"10,128"
homestay ha giang,Homestay Hà Giang,Lưu trú,In-scope Hà Giang,Transaction,50,N/A,N/A,N/A,Planner (Trung bình),data/google_planner/ha-giang/Keyword Stats 2026-02-22 at 23_44_47.csv,"Tạo landing chuyển đổi (giá/vé/đặt chỗ), gom vào cluster page + build backlink nội bộ",B,4125.000000000001,0%,"8,348"
homestay hà giang đồng văn,Homestay Hà Giang,Lưu trú,In-scope Hà Giang,Transaction,50,N/A,N/A,N/A,Planner (Thấp),data/google_planner/ha-giang/Keyword Stats 2026-02-22 at 23_44_47.csv,"Tạo landing chuyển đổi (giá/vé/đặt chỗ), gom vào cluster page + build backlink nội bộ",B,4125.000000000001,0%,"6,492"
ha giang homestay,Homestay Hà Giang,Lưu trú,In-scope Hà Giang,Transaction,50,N/A,N/A,N/A,Planner (Thấp),data/google_planner/ha-giang/Keyword Stats 2026-02-22 at 23_44_47.csv,"Tạo landing chuyển đổi (giá/vé/đặt chỗ), gom vào cluster page + build backlink nội bộ",B,4125.000000000001,0%,"27,456"
homestay o ha giang,Homestay Hà Giang,Lưu trú,In-scope Hà Giang,Transaction,50,N/A,N/A,N/A,Planner (Cao),data/google_planner/ha-giang/Keyword Stats 2026-02-22 at 23_44_47.csv,"Tạo landing chuyển đổi (giá/vé/đặt chỗ), gom vào cluster page + build backlink nội bộ",B,4125.000000000001,0%,"6,720"
homestay mèo vạc hà giang,Homestay Hà Giang,Lưu trú,In-scope Hà Giang,Transaction,50,N/A,N/A,N/A,Planner (Trung bình),data/google_planner/ha-giang/Keyword Stats 2026-02-22 at 23_44_47.csv,"Tạo landing chuyển đổi (giá/vé/đặt chỗ), gom vào cluster page + build backlink nội bộ",B,4125.000000000001,0%,"12,465"
homestay thành phố hà giang,Homestay Hà Giang,Lưu trú,In-scope Hà Giang,Transaction,50,N/A,N/A,N/A,Planner (Trung bình),data/google_planner/ha-giang/Keyword Stats 2026-02-22 at 23_44_47.csv,"Tạo landing chuyển đổi (giá/vé/đặt chỗ), gom vào cluster page + build backlink nội bộ",B,4125.000000000001,0%,"15,841"
cay homestay ha giang,Homestay Hà Giang,Lưu trú,In-scope Hà Giang,Transaction,50,N/A,N/A,N/A,Planner (Thấp),data/google_planner/ha-giang/Keyword Stats 2026-02-22 at 23_44_47.csv,"Tạo landing chuyển đổi (giá/vé/đặt chỗ), gom vào cluster page + build backlink nội bộ",B,4125.000000000001,0%,"21,029"
các homestay đẹp ở hà giang,Homestay Hà Giang,Lưu trú,In-scope Hà Giang,Transaction,50,N/A,N/A,N/A,Planner (Cao),data/google_planner/ha-giang/Keyword Stats 2026-02-22 at 23_44_47.csv,"Tạo landing chuyển đổi (giá/vé/đặt chỗ), gom vào cluster page + build backlink nội bộ",B,4125.000000000001,0%,"8,240"
các homestay ở hà giang,Homestay Hà Giang,Lưu trú,In-scope Hà Giang,Transaction,50,N/A,N/A,N/A,Planner (Trung bình),data/google_planner/ha-giang/Keyword Stats 2026-02-22 at 23_44_47.csv,"Tạo landing chuyển đổi (giá/vé/đặt chỗ), gom vào cluster page + build backlink nội bộ",B,4125.000000000001,0%,"4,310"
ha giang faithien homestay,Homestay Hà Giang,Lưu trú,In-scope Hà Giang,Transaction,50,N/A,N/A,N/A,Planner (Trung bình),data/google_planner/ha-giang/Keyword Stats 2026-02-22 at 23_44_47.csv,"Tạo landing chuyển đổi (giá/vé/đặt chỗ), gom vào cluster page + build backlink nội bộ",B,4125.000000000001,0%,"41,505"
ha giang moments homestay,Homestay Hà Giang,Lưu trú,In-scope Hà Giang,Transaction,50,N/A,N/A,N/A,Planner (Trung bình),data/google_planner/ha-giang/Keyword Stats 2026-02-22 at 23_44_47.csv,"Tạo landing chuyển đổi (giá/vé/đặt chỗ), gom vào cluster page + build backlink nội bộ",B,4125.000000000001,0%,"40,874"
ha giang momentshomestay,Homestay Hà Giang,Lưu trú,In-scope Hà Giang,Transaction,50,N/A,N/A,N/A,Planner (Thấp),data/google_planner/ha-giang/Keyword Stats 2026-02-22 at 23_44_47.csv,"Tạo landing chuyển đổi (giá/vé/đặt chỗ), gom vào cluster page + build backlink nội bộ",B,4125.000000000001,0%,"22,867"
homestay hà giang view đẹp,Homestay Hà Giang,Lưu trú,In-scope Hà Giang,Transaction,50,N/A,N/A,N/A,Planner (Cao),data/google_planner/ha-giang/Keyword Stats 2026-02-22 at 23_44_47.csv,"Tạo landing chuyển đổi (giá/vé/đặt chỗ), gom vào cluster page + build backlink nội bộ",B,4125.000000000001,0%,"8,310"
homestay hà giang đẹp,Homestay Hà Giang,Lưu trú,In-scope Hà Giang,Transaction,50,N/A,N/A,N/A,Planner (Cao),data/google_planner/ha-giang/Keyword Stats 2026-02-22 at 23_44_47.csv,"Tạo landing chuyển đổi (giá/vé/đặt chỗ), gom vào cluster page + build backlink nội bộ",B,4125.000000000001,0%,"5,845"
homestay lũng cú hà giang,Homestay Hà Giang,Lưu trú,In-scope Hà Giang,Transaction,50,N/A,N/A,N/A,Planner (Cao),data/google_planner/ha-giang/Keyword Stats 2026-02-22 at 23_44_47.csv,"Tạo landing chuyển đổi (giá/vé/đặt chỗ), gom vào cluster page + build backlink nội bộ",B,4125.000000000001,0%,"11,791"
homestay tp hà giang,Homestay Hà Giang,Lưu trú,In-scope Hà Giang,Transaction,50,N/A,N/A,N/A,Planner (Trung bình),data/google_planner/ha-giang/Keyword Stats 2026-02-22 at 23_44_47.csv,"Tạo landing chuyển đổi (giá/vé/đặt chỗ), gom vào cluster page + build backlink nội bộ",B,4125.000000000001,0%,"18,180"
homestay tại hà giang,Homestay Hà Giang,Lưu trú,In-scope Hà Giang,Transaction,50,N/A,N/A,N/A,Planner (Trung bình),data/google_planner/ha-giang/Keyword Stats 2026-02-22 at 23_44_47.csv,"Tạo landing chuyển đổi (giá/vé/đặt chỗ), gom vào cluster page + build backlink nội bộ",B,4125.000000000001,0%,"10,644"
homestay tại mèo vạc hà giang,Homestay Hà Giang,Lưu trú,In-scope Hà Giang,Transaction,50,N/A,N/A,N/A,Planner (Cao),data/google_planner/ha-giang/Keyword Stats 2026-02-22 at 23_44_47.csv,"Tạo landing chuyển đổi (giá/vé/đặt chỗ), gom vào cluster page + build backlink nội bộ",B,4125.000000000001,0%,"28,066"
homestay đẹp nhất hà giang,Homestay Hà Giang,Lưu trú,In-scope Hà Giang,Transaction,50,N/A,N/A,N/A,Planner (Cao),data/google_planner/ha-giang/Keyword Stats 2026-02-22 at 23_44_47.csv,"Tạo landing chuyển đổi (giá/vé/đặt chỗ), gom vào cluster page + build backlink nội bộ",B,4125.000000000001,0%,"4,581"
homestay đẹp ở hà giang,Homestay Hà Giang,Lưu trú,In-scope Hà Giang,Transaction,50,N/A,N/A,N/A,Planner (Cao),data/google_planner/ha-giang/Keyword Stats 2026-02-22 at 23_44_47.csv,"Tạo landing chuyển đổi (giá/vé/đặt chỗ), gom vào cluster page + build backlink nội bộ",B,4125.000000000001,0%,"6,659"
homestay đẹp ở thành phố hà giang,Homestay Hà Giang,Lưu trú,In-scope Hà Giang,Transaction,50,N/A,N/A,N/A,Planner (Cao),data/google_planner/ha-giang/Keyword Stats 2026-02-22 at 23_44_47.csv,"Tạo landing chuyển đổi (giá/vé/đặt chỗ), gom vào cluster page + build backlink nội bộ",B,4125.000000000001,0%,"24,637"
homestay ở mèo vạc hà giang,Homestay Hà Giang,Lưu trú,In-scope Hà Giang,Transaction,50,N/A,N/A,N/A,Planner (Trung bình),data/google_planner/ha-giang/Keyword Stats 2026-02-22 at 23_44_47.csv,"Tạo landing chuyển đổi (giá/vé/đặt chỗ), gom vào cluster page + build backlink nội bộ",B,4125.000000000001,0%,"6,640"
homestay ở thành phố hà giang,Homestay Hà Giang,Lưu trú,In-scope Hà Giang,Transaction,50,N/A,N/A,N/A,Planner (Cao),data/google_planner/ha-giang/Keyword Stats 2026-02-22 at 23_44_47.csv,"Tạo landing chuyển đổi (giá/vé/đặt chỗ), gom vào cluster page + build backlink nội bộ",B,4125.000000000001,0%,"13,287"
homie homestay hà giang,Homestay Hà Giang,Lưu trú,In-scope Hà Giang,Transaction,50,N/A,N/A,N/A,Planner (Trung bình),data/google_planner/ha-giang/Keyword Stats 2026-02-22 at 23_44_47.csv,"Tạo landing chuyển đổi (giá/vé/đặt chỗ), gom vào cluster page + build backlink nội bộ",B,4125.000000000001,0%,"16,880"
hà giang holic homestay,Homestay Hà Giang,Lưu trú,In-scope Hà Giang,Transaction,50,N/A,N/A,N/A,Planner (Trung bình),data/google_planner/ha-giang/Keyword Stats 2026-02-22 at 23_44_47.csv,"Tạo landing chuyển đổi (giá/vé/đặt chỗ), gom vào cluster page + build backlink nội bộ",B,4125.000000000001,0%,"27,066"
hà giang moment homestay,Homestay Hà Giang,Lưu trú,In-scope Hà Giang,Transaction,50,N/A,N/A,N/A,Planner (Thấp),data/google_planner/ha-giang/Keyword Stats 2026-02-22 at 23_44_47.csv,"Tạo landing chuyển đổi (giá/vé/đặt chỗ), gom vào cluster page + build backlink nội bộ",B,4125.000000000001,0%,"22,867"
linh homestay ha giang,Homestay Hà Giang,Lưu trú,In-scope Hà Giang,Transaction,50,N/A,N/A,N/A,Planner (Thấp),data/google_planner/ha-giang/Keyword Stats 2026-02-22 at 23_44_47.csv,"Tạo landing chuyển đổi (giá/vé/đặt chỗ), gom vào cluster page + build backlink nội bộ",B,4125.000000000001,0%,"4,415"
vivi homestay hà giang,Homestay Hà Giang,Lưu trú,In-scope Hà Giang,Transaction,50,N/A,N/A,N/A,Planner (Trung bình),data/google_planner/ha-giang/Keyword Stats 2026-02-22 at 23_44_47.csv,"Tạo landing chuyển đổi (giá/vé/đặt chỗ), gom vào cluster page + build backlink nội bộ",B,4125.000000000001,0%,"8,830"
review homestay hà giang,Homestay Hà Giang,Lưu trú,In-scope Hà Giang,Commercial Investigation,50,N/A,N/A,N/A,Planner (Cao),data/google_planner/ha-giang/Keyword Stats 2026-02-22 at 23_44_47.csv,Viết bài top-list/so sánh; map vào cluster hub; bổ sung schema + ảnh/UGC,B,4125.000000000001,0%,"9,147"
dao homestay hà giang,Homestay Hà Giang,Lưu trú,In-scope Hà Giang,Transaction,50,N/A,N/A,N/A,Planner (Thấp),data/google_planner/ha-giang/Keyword Stats 2026-02-22 at 23_44_47.csv,"Tạo landing chuyển đổi (giá/vé/đặt chỗ), gom vào cluster page + build backlink nội bộ",B,3750.0,0%,0
homestay bungalow hà giang,Homestay Hà Giang,Lưu trú,In-scope Hà Giang,Transaction,50,N/A,N/A,N/A,Planner (Trung bình),data/google_planner/ha-giang/Keyword Stats 2026-02-22 at 23_44_47.csv,"Tạo landing chuyển đổi (giá/vé/đặt chỗ), gom vào cluster page + build backlink nội bộ",B,3750.0,0%,0
homestay hạ thành hà giang,Homestay Hà Giang,Lưu trú,In-scope Hà Giang,Transaction,50,N/A,N/A,N/A,Planner (Thấp),data/google_planner/ha-giang/Keyword Stats 2026-02-22 at 23_44_47.csv,"Tạo landing chuyển đổi (giá/vé/đặt chỗ), gom vào cluster page + build backlink nội bộ",B,3750.0,0%,0
homestay ngọc minh hà giang,Homestay Hà Giang,Lưu trú,In-scope Hà Giang,Transaction,50,N/A,N/A,N/A,Planner (Trung bình),data/google_planner/ha-giang/Keyword Stats 2026-02-22 at 23_44_47.csv,"Tạo landing chuyển đổi (giá/vé/đặt chỗ), gom vào cluster page + build backlink nội bộ",B,3750.0,0%,0
homestay đẹp hà giang,Homestay Hà Giang,Lưu trú,In-scope Hà Giang,Transaction,50,N/A,N/A,N/A,Planner (Trung bình),data/google_planner/ha-giang/Keyword Stats 2026-02-22 at 23_44_47.csv,"Tạo landing chuyển đổi (giá/vé/đặt chỗ), gom vào cluster page + build backlink nội bộ",B,3750.0,0%,0
làng homestay hà giang,Homestay Hà Giang,Lưu trú,In-scope Hà Giang,Transaction,50,N/A,N/A,N/A,Planner (Thấp),data/google_planner/ha-giang/Keyword Stats 2026-02-22 at 23_44_47.csv,"Tạo landing chuyển đổi (giá/vé/đặt chỗ), gom vào cluster page + build backlink nội bộ",B,3750.0,0%,0
moment homestay hà giang,Homestay Hà Giang,Lưu trú,In-scope Hà Giang,Transaction,50,N/A,N/A,N/A,Planner (Cao),data/google_planner/ha-giang/Keyword Stats 2026-02-22 at 23_44_47.csv,"Tạo landing chuyển đổi (giá/vé/đặt chỗ), gom vào cluster page + build backlink nội bộ",B,3750.0,0%,0
mị homestay hà giang,Homestay Hà Giang,Lưu trú,In-scope Hà Giang,Transaction,50,N/A,N/A,N/A,Planner (Thấp),data/google_planner/ha-giang/Keyword Stats 2026-02-22 at 23_44_47.csv,"Tạo landing chuyển đổi (giá/vé/đặt chỗ), gom vào cluster page + build backlink nội bộ",B,3750.0,0%,0
mộc mây homestay hà giang,Homestay Hà Giang,Lưu trú,In-scope Hà Giang,Transaction,50,N/A,N/A,N/A,Planner (Thấp),data/google_planner/ha-giang/Keyword Stats 2026-02-22 at 23_44_47.csv,"Tạo landing chuyển đổi (giá/vé/đặt chỗ), gom vào cluster page + build backlink nội bộ",B,3750.0,0%,0
những homestay đẹp ở hà giang,Homestay Hà Giang,Lưu trú,In-scope Hà Giang,Transaction,50,N/A,N/A,N/A,Planner (Cao),data/google_planner/ha-giang/Keyword Stats 2026-02-22 at 23_44_47.csv,"Tạo landing chuyển đổi (giá/vé/đặt chỗ), gom vào cluster page + build backlink nội bộ",B,3750.0,0%,0
núi hoa homestay hà giang,Homestay Hà Giang,Lưu trú,In-scope Hà Giang,Transaction,50,N/A,N/A,N/A,Planner (Không xác định),data/google_planner/ha-giang/Keyword Stats 2026-02-22 at 23_44_47.csv,"Tạo landing chuyển đổi (giá/vé/đặt chỗ), gom vào cluster page + build backlink nội bộ",B,3750.0,-100.0%,0
toong homestay hà giang,Homestay Hà Giang,Lưu trú,In-scope Hà Giang,Transaction,50,N/A,N/A,N/A,Planner (Thấp),data/google_planner/ha-giang/Keyword Stats 2026-02-22 at 23_44_47.csv,"Tạo landing chuyển đổi (giá/vé/đặt chỗ), gom vào cluster page + build backlink nội bộ",B,3750.0,0%,0
homestay mèo vạc,Homestay Hà Giang,Lưu trú,In-scope Hà Giang,Transaction,1500,N/A,N/A,N/A,N/A (web),web (ha-giang.csv),"Tạo landing chuyển đổi (giá/vé/đặt chỗ), gom vào cluster page + build backlink nội bộ",B,10.0,N/A,N/A
homestay quản bạ,Homestay Hà Giang,Lưu trú,In-scope Hà Giang,Transaction,800,N/A,N/A,N/A,N/A (web),web (ha-giang.csv),"Tạo landing chuyển đổi (giá/vé/đặt chỗ), gom vào cluster page + build backlink nội bộ",B,10.0,N/A,N/A
homestay hoàng su phì,Homestay Hà Giang,Lưu trú,In-scope Hà Giang,Transaction,1200,N/A,N/A,N/A,N/A (web),web (ha-giang.csv),"Tạo landing chuyển đổi (giá/vé/đặt chỗ), gom vào cluster page + build backlink nội bộ",B,10.0,N/A,N/A
đặt phòng homestay hà giang,Homestay Hà Giang,Lưu trú,In-scope Hà Giang,Transaction,900,N/A,N/A,N/A,N/A (web),web (ha-giang.csv),"Tạo landing chuyển đổi (giá/vé/đặt chỗ), gom vào cluster page + build backlink nội bộ",B,10.0,N/A,N/A
review homestay đồng văn,Homestay Hà Giang,Lưu trú,In-scope Hà Giang,Commercial Investigation,400,N/A,N/A,N/A,N/A (web),web (ha-giang.csv),Viết bài top-list/so sánh; map vào cluster hub; bổ sung schema + ảnh/UGC,B,10.0,N/A,N/A
homestay hà giang tốt nhất,Homestay Hà Giang,Lưu trú,In-scope Hà Giang,Commercial Investigation,800,N/A,N/A,N/A,N/A (web),web (ha-giang.csv),Viết bài top-list/so sánh; map vào cluster hub; bổ sung schema + ảnh/UGC,B,10.0,N/A,N/A
homestay gần chợ đồng văn tốt nhất,Homestay Hà Giang,Lưu trú,In-scope Hà Giang,Commercial Investigation,400,N/A,N/A,N/A,N/A (web),web (ha-giang.csv),Viết bài top-list/so sánh; map vào cluster hub; bổ sung schema + ảnh/UGC,B,10.0,N/A,N/A
hoàng su phì,Hoàng Su Phì,Địa danh tham quan / Văn hóa - Lịch sử,In-scope Hà Giang,Informational,4400,N/A,N/A,N/A,Low (2),data/seo_insider/advance_search_report.csv,Viết guide/review; ưu tiên long-tail; tạo topic hub và internal link về trang dịch vụ,B,4312.0,N/A,N/A
khách sạn hoa cương đồng văn,Khách sạn Hà Giang,Lưu trú,In-scope Hà Giang,Transaction,N/A,3737,36,0.96%,N/A (N/A),data/google_search_console/Queries.csv,"Tối ưu landing (CTA/giá/FAQ), cải thiện snippet để tăng CTR; internal link từ hub 'Hà Giang'",A,36.0,N/A,N/A
khach san phoenix ha giang,Khách sạn Hà Giang,Lưu trú,In-scope Hà Giang,Transaction,5000,N/A,N/A,N/A,Planner (Thấp),data/google_planner/ha-giang/Keyword Stats 2026-02-22 at 23_44_47.csv,"Tạo landing chuyển đổi (giá/vé/đặt chỗ), gom vào cluster page + build backlink nội bộ",B,412500.0,0%,"11,167"
khách sạn thành phố hà giang,Khách sạn Hà Giang,Lưu trú,In-scope Hà Giang,Transaction,500,N/A,N/A,N/A,Planner (Cao),data/google_planner/ha-giang/Keyword Stats 2026-02-22 at 23_44_47.csv,"Tạo landing chuyển đổi (giá/vé/đặt chỗ), gom vào cluster page + build backlink nội bộ",B,41250.0,0%,"48,092"
