keyword,cluster,cluster_type,geo_scope,intent,vol,imp,clicks,ctr,kd_comp,source,action_plan,group,score,yoy,bid_high
xe điện tham quan huế,Di chuyển Huế,Di chuyển,In-scope Huế,Commercial Investigation,50,N/A,N/A,N/A,Planner (Thấp),data/google_planner/hue/Keyword Stats 2026-02-23 at 01_17_48.csv,Viết bài top-list/so sánh; map vào cluster hub; bổ sung schema + ảnh/UGC,B,50.0,0%,0
booking homestay huế,Homestay Huế,Lưu trú,In-scope Huế,Transaction,50,N/A,N/A,N/A,Planner (Cao),data/google_planner/hue/Keyword Stats 2026-02-23 at 01_17_48.csv,"Tạo landing chuyển đổi (giá/vé/đặt chỗ), gom vào cluster page + build backlink nội bộ",B,82.50000000000001,0%,"26,926"
đặt homestay huế,Homestay Huế,Lưu trú,In-scope Huế,Transaction,50,N/A,N/A,N/A,Planner (Cao),data/google_planner/hue/Keyword Stats 2026-02-23 at 01_17_48.csv,"Tạo landing chuyển đổi (giá/vé/đặt chỗ), gom vào cluster page + build backlink nội bộ",B,82.50000000000001,0%,"40,772"
khách sạn homestay huế,Homestay Huế,Lưu trú,In-scope Huế,Transaction,50,N/A,N/A,N/A,Planner (Trung bình),data/google_planner/hue/Keyword Stats 2026-02-23 at 01_17_48.csv,"Tạo landing chuyển đổi (giá/vé/đặt chỗ), gom vào cluster page + build backlink nội bộ",B,82.50000000000001,0%,"17,140"
lotus homestay huế,Homestay Huế,Lưu trú,In-scope Huế,Commercial Investigation,50,N/A,N/A,N/A,Planner (Cao),data/google_planner/hue/Keyword Stats 2026-02-23 at 01_17_48.csv,Viết bài top-list/so sánh; map vào cluster hub; bổ sung schema + ảnh/UGC,B,82.50000000000001,0%,"11,370"
pomelo garden homestay huế,Homestay Huế,Lưu trú,In-scope Huế,Commercial Investigation,50,N/A,N/A,N/A,Planner (Không xác định),data/google_planner/hue/Keyword Stats 2026-02-23 at 01_17_48.csv,Viết bài top-list/so sánh; map vào cluster hub; bổ sung schema + ảnh/UGC,B,75.0,-100.0%,0
sunny homestay huế,Homestay Huế,Lưu trú,In-scope Huế,Commercial Investigation,50,N/A,N/A,N/A,Planner (Không xác định),data/google_planner/hue/Keyword Stats 2026-02-23 at 01_17_48.csv,Viết bài top-list/so sánh; map vào cluster hub; bổ sung schema + ảnh/UGC,B,75.0,-100.0%,0
du lịch hà nội huế,Hà Nội Trip,Tổng hợp,Out-of-scope Hà Nội,Informational,50,N/A,N/A,N/A,Planner (Cao),data/google_planner/hue/Keyword Stats 2026-02-23 at 01_17_48.csv,Viết guide/review; ưu tiên long-tail; tạo topic hub và internal link về trang dịch vụ,B,50.0,0%,0
tour du lịch hà nội huế,Hà Nội Trip,Di chuyển,Out-of-scope Hà Nội,Commercial Investigation,50,N/A,N/A,N/A,Planner (Trung bình),data/google_planner/hue/Keyword Stats 2026-02-23 at 01_17_48.csv,Viết bài top-list/so sánh; map vào cluster hub; bổ sung schema + ảnh/UGC,B,50.0,0%,0
khách sạn huế 3 sao,Khách sạn 3 sao Huế,Lưu trú,In-scope Huế,Transaction,500,N/A,N/A,N/A,Planner (Cao),data/google_planner/hue/Keyword Stats 2026-02-23 at 01_17_48.csv,"Tạo landing chuyển đổi (giá/vé/đặt chỗ), gom vào cluster page + build backlink nội bộ",B,825.0,-90.0%,"29,883"
khách sạn 3 sao ở huế gần sông hương,Khách sạn 3 sao Huế,Lưu trú,In-scope Huế,Transaction,500,N/A,N/A,N/A,Planner (Cao),data/google_planner/hue/Keyword Stats 2026-02-23 at 01_17_48.csv,"Tạo landing chuyển đổi (giá/vé/đặt chỗ), gom vào cluster page + build backlink nội bộ",B,825.0,0%,"9,601"
các khách sạn 3 sao ở huế,Khách sạn 3 sao Huế,Lưu trú,In-scope Huế,Transaction,50,N/A,N/A,N/A,Planner (Trung bình),data/google_planner/hue/Keyword Stats 2026-02-23 at 01_17_48.csv,"Tạo landing chuyển đổi (giá/vé/đặt chỗ), gom vào cluster page + build backlink nội bộ",B,82.50000000000001,0%,"1,039"
khách sạn 3 sao trung tâm huế,Khách sạn 3 sao Huế,Lưu trú,In-scope Huế,Transaction,50,N/A,N/A,N/A,Planner (Cao),data/google_planner/hue/Keyword Stats 2026-02-23 at 01_17_48.csv,"Tạo landing chuyển đổi (giá/vé/đặt chỗ), gom vào cluster page + build backlink nội bộ",B,82.50000000000001,0%,"7,791"
khach san 3 sao hue,Khách sạn 3 sao Huế,Lưu trú,In-scope Huế,Commercial Investigation,50,N/A,N/A,N/A,Planner (Trung bình),data/google_planner/hue/Keyword Stats 2026-02-23 at 01_17_48.csv,Viết bài top-list/so sánh; map vào cluster hub; bổ sung schema + ảnh/UGC,B,75.0,0%,0
khach san 3 sao o hue,Khách sạn 3 sao Huế,Lưu trú,In-scope Huế,Commercial Investigation,50,N/A,N/A,N/A,Planner (Cao),data/google_planner/hue/Keyword Stats 2026-02-23 at 01_17_48.csv,Viết bài top-list/so sánh; map vào cluster hub; bổ sung schema + ảnh/UGC,B,75.0,0%,0
khach san 3 sao tai hue,Khách sạn 3 sao Huế,Lưu trú,In-scope Huế,Commercial Investigation,50,N/A,N/A,N/A,Planner (Không xác định),data/google_planner/hue/Keyword Stats 2026-02-23 at 01_17_48.csv,Viết bài top-list/so sánh; map vào cluster hub; bổ sung schema + ảnh/UGC,B,75.0,0%,0
khach san o hue 3 sao,Khách sạn 3 sao Huế,Lưu trú,In-scope Huế,Commercial Investigation,50,N/A,N/A,N/A,Planner (Cao),data/google_planner/hue/Keyword Stats 2026-02-23 at 01_17_48.csv,Viết bài top-list/so sánh; map vào cluster hub; bổ sung schema + ảnh/UGC,B,75.0,0%,0
khách sạn 3 sao tp huế,Khách sạn 3 sao Huế,Lưu trú,In-scope Huế,Commercial Investigation,50,N/A,N/A,N/A,Planner (Cao),data/google_planner/hue/Keyword Stats 2026-02-23 at 01_17_48.csv,Viết bài top-list/so sánh; map vào cluster hub; bổ sung schema + ảnh/UGC,B,75.0,0%,0
khách sạn 3 sao ở trung tâm huế,Khách sạn 3 sao Huế,Lưu trú,In-scope Huế,Commercial Investigation,50,N/A,N/A,N/A,Planner (Cao),data/google_planner/hue/Keyword Stats 2026-02-23 at 01_17_48.csv,Viết bài top-list/so sánh; map vào cluster hub; bổ sung schema + ảnh/UGC,B,75.0,0%,0
khách sạn thanh lich 3 sao huế,Khách sạn 3 sao Huế,Lưu trú,In-scope Huế,Commercial Investigation,50,N/A,N/A,N/A,Planner (Thấp),data/google_planner/hue/Keyword Stats 2026-02-23 at 01_17_48.csv,Viết bài top-list/so sánh; map vào cluster hub; bổ sung schema + ảnh/UGC,B,75.0,0%,0
khách sạn 4 sao huế,Khách sạn 4 sao Huế,Lưu trú,In-scope Huế,Transaction,N/A,1732,38,2.19%,N/A (N/A),data/google_search_console/Queries.csv,"Tối ưu landing (CTA/giá/FAQ), cải thiện snippet để tăng CTR; internal link từ hub 'Huế'",A,38.0,N/A,N/A
khách sạn 4 sao ở huế,Khách sạn 4 sao Huế,Lưu trú,In-scope Huế,Transaction,N/A,1282,17,1.33%,N/A (N/A),data/google_search_console/Queries.csv,"Tối ưu landing (CTA/giá/FAQ), cải thiện snippet để tăng CTR; internal link từ hub 'Huế'",A,17.0,N/A,N/A
khách sạn huế 4 sao,Khách sạn 4 sao Huế,Lưu trú,In-scope Huế,Transaction,500,N/A,N/A,N/A,Planner (Cao),data/google_planner/hue/Keyword Stats 2026-02-23 at 01_17_48.csv,"Tạo landing chuyển đổi (giá/vé/đặt chỗ), gom vào cluster page + build backlink nội bộ",B,825.0,-90.0%,"27,556"
khách sạn 4 sao tại huế,Khách sạn 4 sao Huế,Lưu trú,In-scope Huế,Transaction,500,N/A,N/A,N/A,Planner (Cao),data/google_planner/hue/Keyword Stats 2026-02-23 at 01_17_48.csv,"Tạo landing chuyển đổi (giá/vé/đặt chỗ), gom vào cluster page + build backlink nội bộ",B,825.0,-90.0%,"6,167"
các khách sạn 4 sao ở huế,Khách sạn 4 sao Huế,Lưu trú,In-scope Huế,Transaction,50,N/A,N/A,N/A,Planner (Cao),data/google_planner/hue/Keyword Stats 2026-02-23 at 01_17_48.csv,"Tạo landing chuyển đổi (giá/vé/đặt chỗ), gom vào cluster page + build backlink nội bộ",B,82.50000000000001,0%,"6,109"
khach san o hue 4 sao,Khách sạn 4 sao Huế,Lưu trú,In-scope Huế,Commercial Investigation,50,N/A,N/A,N/A,Planner (Cao),data/google_planner/hue/Keyword Stats 2026-02-23 at 01_17_48.csv,Viết bài top-list/so sánh; map vào cluster hub; bổ sung schema + ảnh/UGC,B,75.0,0%,0
khách sạn 4 sao tp huế,Khách sạn 4 sao Huế,Lưu trú,In-scope Huế,Commercial Investigation,50,N/A,N/A,N/A,Planner (Trung bình),data/google_planner/hue/Keyword Stats 2026-02-23 at 01_17_48.csv,Viết bài top-list/so sánh; map vào cluster hub; bổ sung schema + ảnh/UGC,B,75.0,0%,0
khach san 5 sao o hue,Khách sạn 5 sao Huế,Lưu trú,In-scope Huế,Transaction,50,N/A,N/A,N/A,Planner (Cao),data/google_planner/hue/Keyword Stats 2026-02-23 at 01_17_48.csv,"Tạo landing chuyển đổi (giá/vé/đặt chỗ), gom vào cluster page + build backlink nội bộ",B,82.50000000000001,0%,"32,462"
khách sạn huế 5 sao,Khách sạn 5 sao Huế,Lưu trú,In-scope Huế,Transaction,50,N/A,N/A,N/A,Planner (Cao),data/google_planner/hue/Keyword Stats 2026-02-23 at 01_17_48.csv,"Tạo landing chuyển đổi (giá/vé/đặt chỗ), gom vào cluster page + build backlink nội bộ",B,82.50000000000001,-90.0%,"22,231"
khach san 5 sao hue,Khách sạn 5 sao Huế,Lưu trú,In-scope Huế,Transaction,50,N/A,N/A,N/A,Planner (Cao),data/google_planner/hue/Keyword Stats 2026-02-23 at 01_17_48.csv,"Tạo landing chuyển đổi (giá/vé/đặt chỗ), gom vào cluster page + build backlink nội bộ",B,82.50000000000001,0%,"25,969"
các khách sạn 5 sao ở huế,Khách sạn 5 sao Huế,Lưu trú,In-scope Huế,Transaction,50,N/A,N/A,N/A,Planner (Cao),data/google_planner/hue/Keyword Stats 2026-02-23 at 01_17_48.csv,"Tạo landing chuyển đổi (giá/vé/đặt chỗ), gom vào cluster page + build backlink nội bộ",B,82.50000000000001,0%,"6,751"
khách sạn 5 sao tại huế,Khách sạn 5 sao Huế,Lưu trú,In-scope Huế,Transaction,50,N/A,N/A,N/A,Planner (Cao),data/google_planner/hue/Keyword Stats 2026-02-23 at 01_17_48.csv,"Tạo landing chuyển đổi (giá/vé/đặt chỗ), gom vào cluster page + build backlink nội bộ",B,82.50000000000001,-90.0%,"9,153"
khách sạn 4 5 sao ở huế,Khách sạn 5 sao Huế,Lưu trú,In-scope Huế,Transaction,50,N/A,N/A,N/A,Planner (Cao),data/google_planner/hue/Keyword Stats 2026-02-23 at 01_17_48.csv,"Tạo landing chuyển đổi (giá/vé/đặt chỗ), gom vào cluster page + build backlink nội bộ",B,82.50000000000001,0%,"7,909"
khách sạn ở huế 5 sao,Khách sạn 5 sao Huế,Lưu trú,In-scope Huế,Commercial Investigation,50,N/A,N/A,N/A,Planner (Cao),data/google_planner/hue/Keyword Stats 2026-02-23 at 01_17_48.csv,Viết bài top-list/so sánh; map vào cluster hub; bổ sung schema + ảnh/UGC,B,82.50000000000001,0%,"21,169"
danh sách khách sạn 5 sao ở huế,Khách sạn 5 sao Huế,Lưu trú,In-scope Huế,Commercial Investigation,50,N/A,N/A,N/A,Planner (Không xác định),data/google_planner/hue/Keyword Stats 2026-02-23 at 01_17_48.csv,Viết bài top-list/so sánh; map vào cluster hub; bổ sung schema + ảnh/UGC,B,75.0,-100.0%,0
khách sạn 5 sao trung tâm huế,Khách sạn 5 sao Huế,Lưu trú,In-scope Huế,Commercial Investigation,50,N/A,N/A,N/A,Planner (Cao),data/google_planner/hue/Keyword Stats 2026-02-23 at 01_17_48.csv,Viết bài top-list/so sánh; map vào cluster hub; bổ sung schema + ảnh/UGC,B,75.0,0%,0
những khách sạn 5 sao ở huế,Khách sạn 5 sao Huế,Lưu trú,In-scope Huế,Commercial Investigation,50,N/A,N/A,N/A,Planner (Cao),data/google_planner/hue/Keyword Stats 2026-02-23 at 01_17_48.csv,Viết bài top-list/so sánh; map vào cluster hub; bổ sung schema + ảnh/UGC,B,75.0,0%,0
khach san alba hue,Khách sạn Alba Huế,Lưu trú,In-scope Huế,Transaction,5000,N/A,N/A,N/A,Planner (Thấp),data/google_planner/hue/Keyword Stats 2026-02-23 at 01_17_48.csv,"Tạo landing chuyển đổi (giá/vé/đặt chỗ), gom vào cluster page + build backlink nội bộ",B,8250.0,-90.0%,"21,470"
alba hotel huế,Khách sạn Alba Huế,Lưu trú,In-scope Huế,Transaction,5000,N/A,N/A,N/A,Planner (Thấp),data/google_planner/hue/Keyword Stats 2026-02-23 at 01_17_48.csv,"Tạo landing chuyển đổi (giá/vé/đặt chỗ), gom vào cluster page + build backlink nội bộ",B,8250.0,-90.0%,"21,470"
alba spa hotel huế,Khách sạn Alba Huế,Lưu trú,In-scope Huế,Transaction,5000,N/A,N/A,N/A,Planner (Thấp),data/google_planner/hue/Keyword Stats 2026-02-23 at 01_17_48.csv,"Tạo landing chuyển đổi (giá/vé/đặt chỗ), gom vào cluster page + build backlink nội bộ",B,8250.0,0%,"22,137"
khách sạn alba spa huế,Khách sạn Alba Huế,Lưu trú,In-scope Huế,Transaction,50,N/A,N/A,N/A,Planner (Trung bình),data/google_planner/hue/Keyword Stats 2026-02-23 at 01_17_48.csv,"Tạo landing chuyển đổi (giá/vé/đặt chỗ), gom vào cluster page + build backlink nội bộ",B,82.50000000000001,0%,"19,015"
alba hotel nguyễn văn cừ huế,Khách sạn Alba Huế,Lưu trú,In-scope Huế,Commercial Investigation,50,N/A,N/A,N/A,Planner (Trung bình),data/google_planner/hue/Keyword Stats 2026-02-23 at 01_17_48.csv,Viết bài top-list/so sánh; map vào cluster hub; bổ sung schema + ảnh/UGC,B,75.0,0%,0
khách sạn alba hotel huế,Khách sạn Alba Huế,Lưu trú,In-scope Huế,Commercial Investigation,50,N/A,N/A,N/A,Planner (Thấp),data/google_planner/hue/Keyword Stats 2026-02-23 at 01_17_48.csv,Viết bài top-list/so sánh; map vào cluster hub; bổ sung schema + ảnh/UGC,B,75.0,0%,0
khách sạn alba huế trần quang khải,Khách sạn Alba Huế,Lưu trú,In-scope Huế,Commercial Investigation,50,N/A,N/A,N/A,Planner (Trung bình),data/google_planner/hue/Keyword Stats 2026-02-23 at 01_17_48.csv,Viết bài top-list/so sánh; map vào cluster hub; bổ sung schema + ảnh/UGC,B,75.0,0%,0
khách sạn alba nguyễn văn cừ huế,Khách sạn Alba Huế,Lưu trú,In-scope Huế,Commercial Investigation,50,N/A,N/A,N/A,Planner (Cao),data/google_planner/hue/Keyword Stats 2026-02-23 at 01_17_48.csv,Viết bài top-list/so sánh; map vào cluster hub; bổ sung schema + ảnh/UGC,B,75.0,0%,0
